direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10,precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e5,provincia,rotulo
"CAMINO CAMINO DEL GUIJARRAL, 0",L-D: 06:00-22:00,38.603306,TOBARRA,-1.694083,Tobarra,1.62,1.3,,,,,,ALBACETE,SAN ROQUE DE TOBARRA S. COOP. DE C-LM
"AVENIDA GUARDIA CIVIL, 114",L-D: 07:00-22:00,38.594639,TOBARRA,-1.685417,Tobarra,1.649,,1.709,,1.749,1.809,,ALBACETE,E.S. TOBARRA
"CALLE SANTA CRUZ, 16",L-D: 24H,39.137222,VALDEGANGA,-1.680944,Valdeganga,1.644,1.269,,,1.682,,,ALBACETE,NO HAY
"CALLE DEL VINO, 10",L-D: 24H,39.2935,VILLALGORDO DEL JUCAR,-2.059556,Villalgordo del Júcar,,1.194,,,,,,ALBACETE,SAN ISIDRO
"CARRETERA CM-3114 KM. 12,7",L-D: 07:30-21:30,39.302389,VILLALGORDO DEL JUCAR,-2.067639,Villalgordo del Júcar,1.619,,,,1.739,,,ALBACETE,E.S EL GORRION
"CARRETERA CENIZATE KM. 1,5",L-D: 00:00-23:59,39.35025,VILLAMALEA,-1.613194,Villamalea,1.569,,,,1.639,,,ALBACETE,CHAMPINTER
"CARRETERA CM-3201 KM. 22,70",L-S: 07:00-21:00; D: 07:00-14:00,39.366861,VILLAMALEA,-1.592778,Villamalea,1.739,1.367,1.799,,1.719,,1.829,ALBACETE,REPSOL
"CALLE VALENCIA, 41",L-D: 24H,39.367333,VILLAMALEA,-1.59325,Villamalea,1.57,1.233,,,,,,ALBACETE,NO TIENE
"CR N-322, 258,8",L-D: 07:00-21:00,38.581722,VILLAPALACIOS,-2.626222,Villapalacios,1.719,1.379,1.809,,1.819,,1.949,ALBACETE,REPSOL
"CALLE ARQUIMEDES, 62",L-S: 07:00-22:00,39.282167,VILLARROBLEDO,-2.583778,Villarrobledo,1.619,1.359,,,1.679,,,ALBACETE,"COMBUSTIBLES FIEL, S.L."
"CALLE DOS DE MAYO, 167",L-D: 06:00-00:00,39.278222,VILLARROBLEDO,-2.602028,Villarrobledo,1.729,1.399,1.779,,1.769,1.809,,ALBACETE,REPSOL
"CARRETERA N-310 KM. 120,5",L-V: 07:00-21:00; D: 14:00-21:00,39.198,VILLARROBLEDO,-2.713722,Villarrobledo,1.729,1.489,1.799,,1.769,,1.901,ALBACETE,CEPSA
"AVENIDA REYES CATOLICOS, 133",L-D: 06:00-23:00,39.277056,VILLARROBLEDO,-2.591722,Villarrobledo,1.719,,1.809,,1.739,,1.881,ALBACETE,BP VILLARROBLEDO
"AVENIDA REYES CATOLICOS, 150",L-D: 24H,39.278333,VILLARROBLEDO,-2.590194,Villarrobledo,1.749,,,,,,,ALBACETE,PAÑALON
"CARRETERA NACIONAL 310 KM. 137,7",L-S: 07:00-22:00,39.293722,VILLARROBLEDO,-2.567139,Villarrobledo,1.689,,1.749,,1.719,,1.839,ALBACETE,REPSOL
"AVENIDA REYES CATOLICOS, 26",L-V: 07:00-21:00; S: 08:00-13:00,39.261472,VILLARROBLEDO,-2.599417,Villarrobledo,1.769,,1.849,,1.799,,,ALBACETE,CEPSA
"AVENIDA REYES CATÓLICOS (APARCAMIENTO DEL CARREFOUR), S/N",L-S: 08:00-22:00,39.285722,VILLARROBLEDO,-2.579639,Villarrobledo,1.699,,1.739,,1.749,,1.829,ALBACETE,CARREFOUR
"CALLE FERNANDO ZEPPELIN, 13",L-D: 00:00-23:59,39.268472,VILLARROBLEDO,-2.587083,Villarrobledo,,,,,,,,ALBACETE,MOLGAS
"AVENIDA REYES CATOLICOS, S/N",L-D: 06:00-22:00,39.276944,VILLARROBLEDO,-2.590028,Villarrobledo,1.709,,1.769,,1.739,,1.859,ALBACETE,AVIA
"CALLE NOBEL, 64",L-S: 08:00-20:00,39.283917,VILLARROBLEDO,-2.583361,Villarrobledo,1.604,,1.634,,1.689,,,ALBACETE,COMBUSTIBLES DISPROSIO S.L.
AUTOVIA A-43 KM. 129,L-D: 24H,39.258778,VILLARROBLEDO,-2.586778,Villarrobledo,1.739,,1.809,,1.809,,1.941,ALBACETE,REPSOL
CARRETERA OSSA DE MONTIEL KM. 21,L-S: 06:00-22:00; D: 06:00-15:00,39.257528,VILLARROBLEDO,-2.613778,Villarrobledo,1.689,1.399,1.749,,1.719,,1.839,ALBACETE,REPSOL
"AVENIDA REYES CATÓLICOS, 108",L-D: 06:00-22:00,39.272056,VILLARROBLEDO,-2.594111,Villarrobledo,1.694,,1.784,,1.714,,,ALBACETE,GALP
"CALLE GENERAL MARTI, 2",L-D: 24H,39.266417,VILLARROBLEDO,-2.596944,Villarrobledo,1.599,,,,1.679,,,ALBACETE,PLENOIL
AUTOVIA A-43 KM. 390,L-D: 06:00-23:59,39.205194,VILLARROBLEDO,-2.708528,Villarrobledo,1.729,,1.799,,1.774,,1.906,ALBACETE,CEPSA
CARRETERA DE LAS MESAS KM. 005,L-D: 06:00-22:30,39.27225,VILLARROBLEDO,-2.617083,Villarrobledo,1.729,1.379,1.799,,1.769,,1.859,ALBACETE,ESTACIÓN DE SERVICIO LOS VIÑEDOS
"CARRETERA MUNERA KM. 0,500",L-D: 24H,39.250806,VILLARROBLEDO,-2.601028,Villarrobledo,1.527,1.168,,,1.564,,,ALBACETE,VINICOLA DE VILLARROBLEDO
CARRETERA DE HELLIN KM. 42,L-D: 07:00-21:00,38.368667,YESTE,-2.314667,Yeste,1.729,,1.815,,1.779,,,ALBACETE,CEPSA
AUTOPISTA AP 7 KM. 696,L-D: 24H,38.406528,AGOST,-0.599972,Agost,1.774,,1.844,,1.874,,1.994,ALICANTE,GALP
CARRETERA SAN VICENTE - AGOST KM. 11,L-D: 06:00-22:00,38.434417,AGOST,-0.63725,Agost,1.749,1.349,1.809,,1.799,,,ALICANTE,PETRONOR
AUTOPISTA AP 7 KM. 696,L-D: 24H,38.408861,AGOST,-0.599444,Agost,1.774,,1.864,,1.874,,1.994,ALICANTE,GALP
CARRETERA AGOST-NOVELDA KM 2 KM. 2,L-D: 06:00-22:00,38.429417,AGOST,-0.66225,Agost,1.735,1.309,1.82,,1.795,,1.829,ALICANTE,CEPSA
"CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5",L-D: 24H,38.168111,ALBATERA,-0.889167,Albatera,1.729,,1.799,,1.769,,,ALICANTE,SUVER GASOLEOS
"N-340 km 696,7",L-D: 24H,38.199417,ALBATERA,-0.848722,Albatera,1.759,,1.849,,1.809,,1.949,ALICANTE,REPSOL
"CARRETERA CATRAL-ALBATERA KM. 4,2",L-D: 24H,38.175028,ALBATERA,-0.854056,Albatera,1.769,1.501,1.869,,1.805,,1.965,ALICANTE,REPSOL
"CARRETERA N-340 KM. 696,7",L-D: 24H,38.165222,ALBATERA,-0.89475,Albatera,1.759,1.499,1.849,,1.809,,1.949,ALICANTE,REPSOL
"CARRETERA N-340 KM. 702,1",L-D: 06:00-22:00,38.199389,ALBATERA,-0.848833,Albatera,1.719,,1.789,,1.769,,,ALICANTE,FTH
"POLIGONO PLAZA MOSQUERA, 6",L-D: 24H,38.751972,ALCALALI,-0.042083,Alcalalí,1.719,,1.809,,1.809,,,ALICANTE,REPSOL
"CALLE ALICANTE, 62",L-D: 05:00-23:00,38.688639,ALCOY/ALCOI,-0.479611,Alcoy/Alcoi,1.679,,1.759,,1.749,,1.889,ALICANTE,SHELL
"CALLE ALACANT, 101",L-D: 24H,38.683806,ALCOY/ALCOI,-0.471194,Alcoy/Alcoi,1.575,,,,1.625,,,ALICANTE,PLENOIL
"CALLE ALICANTE, 62",L-D: 24H,38.689083,ALCOY/ALCOI,-0.479694,Alcoy/Alcoi,1.599,,,,1.699,,,ALICANTE,MASOIL ALCOY
"CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1",L-D: 24H,38.711556,ALCOY/ALCOI,-0.46625,Alcoy/Alcoi,1.589,,,,1.659,,,ALICANTE,GASEXPRESS
"Alicante, 1 - P.I. Beniata",L-D: 24H,38.695083,ALCOY/ALCOI,-0.477972,Alcoy/Alcoi,1.574,,,,1.624,,,ALICANTE,GASOLINERA ALCOY
"AVENIDA TIRANT, S/N",L-D: 06:00-22:00,38.70875,ALCOY/ALCOI,-0.472556,Alcoy/Alcoi,1.739,,1.839,,1.779,,1.929,ALICANTE,REPSOL
"N-340 km 131,000",L-D: 06:00-22:00,38.683389,ALCOY/ALCOI,-0.471306,Alcoy/Alcoi,1.624,,1.694,,1.689,,1.829,ALICANTE,GALP
"PG COTES BAIXES,CALLE C,PARC.1, 0",L-D: 06:00-22:00,38.714361,ALCOY/ALCOI,-0.462528,Alcoy/Alcoi,1.739,,1.839,,1.779,1.819,1.929,ALICANTE,REPSOL
"CALLE OLIVER, 72",L-D: 06:00-22:00,38.691972,ALCOY/ALCOI,-0.489722,Alcoy/Alcoi,1.739,,1.829,,1.789,,1.929,ALICANTE,PETRONOR
"AVINGUDA PAIS VALENCIÁ, 37",L-D: 24H,38.580639,ALFAS DEL PI (L'),-0.104972,Alfàs del Pi (l'),1.599,,,,1.679,,,ALICANTE,BEROIL
"AVENIDA PAIS VALENCIÁ, 47",L-D: 24H,38.58225,ALFAS DEL PI (L'),-0.106167,Alfàs del Pi (l'),1.597,,,,1.667,,,ALICANTE,PLENOIL
"AVENIDA ALBIR, 90",L-D: 24H,38.574028,ALFAS DEL PI (L'),-0.076694,Alfàs del Pi (l'),1.597,,,,1.667,,,ALICANTE,PLENOIL
CL AVDA. DEL PAIS VALENCIANO S.N.,L-D: 06:00-22:00,38.581361,ALFAS DEL PI (L'),-0.105389,Alfàs del Pi (l'),1.729,,1.829,,1.829,,1.989,ALICANTE,REPSOL
"CALLE MALLORCA, CTRA. CV-763, 1",L-D: 07:00-23:00,38.571139,ALFAS DEL PI (L'),-0.0965,Alfàs del Pi (l'),1.749,,1.839,,1.849,,1.991,ALICANTE,BP ALFAZ DEL PI
"AP-1535 km 2,000",L-D: 06:00-22:00,38.567722,ALFAS DEL PI (L'),-0.082972,Alfàs del Pi (l'),1.679,,1.749,,1.764,,1.894,ALICANTE,GALP
"POLIGONO SECTOR VIII - EL ZOCO, S/N",L-D: 06:00-22:00,38.058389,ALGORFA,-0.746611,Algorfa,1.769,,1.859,,1.829,,1.971,ALICANTE,BP EL ZOCO
"CALLE SAN JUAN, 32",L-D: 06:30-21:00,38.339222,ALGUEÑA,-0.998222,Algueña,1.729,1.419,1.779,,1.779,,,ALICANTE,CEPSA
"AVENIDA PADRE ESPLÁ, 36",L-V: 07:30-21:00; S: 08:00-15:00; D: 09:30-14:30,38.357,ALICANTE/ALACANT,-0.47675,Alicante/Alacant,1.739,,,,1.789,,,ALICANTE,REPSOL
"AVENIDA DENIA, 80",L-D: 24H,38.359278,ALICANTE/ALACANT,-0.466972,Alicante/Alacant,1.739,,1.829,,1.809,,1.951,ALICANTE,BP SANDOVAL MD
"AVENIDA DENIA, 75",L-D: 24H,38.359667,ALICANTE/ALACANT,-0.467361,Alicante/Alacant,1.739,,1.829,,1.809,,1.951,ALICANTE,BP SANDOVAL MI
"CALLE BULEVAR TEULADA, 86",L-D: 24H,38.364194,ALICANTE/ALACANT,-0.499917,Alicante/Alacant,1.569,,,,1.698,,,ALICANTE,AVANZA LOW COST
"AVENIDA UNIVERSIDAD, S/N",L-D: 24H,38.374139,ALICANTE/ALACANT,-0.506833,Alicante/Alacant,1.714,,1.794,,1.779,,1.919,ALICANTE,SHELL
"AVENIDA DE LA UNIVERSIDAD, SN",L-D: 24H,38.376194,ALICANTE/ALACANT,-0.508861,Alicante/Alacant,1.749,,1.829,,1.809,,1.969,ALICANTE,REPSOL
"AVENIDA NOVELDA, 179",L-D: 07:00-00:00,38.370222,ALICANTE/ALACANT,-0.4975,Alicante/Alacant,1.739,,1.839,,1.799,,1.959,ALICANTE,REPSOL
"CALLE FORTUNY, S/N",L-V: 07:30-21:30; S-D: 08:30-14:30,38.375333,ALICANTE/ALACANT,-0.499444,Alicante/Alacant,1.739,,1.819,,1.799,,1.959,ALICANTE,REPSOL
"CALLE JATIVA, S/N",L-D: 24H,38.377722,ALICANTE/ALACANT,-0.504722,Alicante/Alacant,1.545,,,,1.619,,,ALICANTE,GM OIL
"AVENIDA NOVELDA, 74",L-D: 24H,38.364222,ALICANTE/ALACANT,-0.494333,Alicante/Alacant,1.547,,,,1.687,,,ALICANTE,PLENOIL
"AVENIDA JIJONA, 88",L-S: 06:30-22:30; D: 07:00-22:30,38.358556,ALICANTE/ALACANT,-0.483944,Alicante/Alacant,1.759,,1.829,,1.819,,1.969,ALICANTE,REPSOL
"AVENIDA GASTON CASTELLO, 58",L-D: 07:00-21:00,38.375111,ALICANTE/ALACANT,-0.486944,Alicante/Alacant,1.779,,1.855,,1.839,,,ALICANTE,CEPSA
"AVENIDA ANTONIO RAMOS CARRATALA, 56",L-D: 24H,38.370694,ALICANTE/ALACANT,-0.466806,Alicante/Alacant,1.547,,1.609,,1.619,,1.766,ALICANTE,ALCAMPO
"AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7)",L-D: 24H,38.363639,ALICANTE/ALACANT,-0.434556,Alicante/Alacant,1.725,,1.825,,1.794,1.894,,ALICANTE,CEPSA
"AVENIDA DENIA, 60",L-D: 24H,38.355389,ALICANTE/ALACANT,-0.472306,Alicante/Alacant,1.749,,1.829,,1.809,,1.949,ALICANTE,GOTETA
"AVENIDA DENIA, 150",L-D: 07:00-23:00,38.375472,ALICANTE/ALACANT,-0.453806,Alicante/Alacant,1.739,,1.829,,1.809,,1.951,ALICANTE,BP VISTAHERMOSA
"AVENIDA DENIA, 0",L-D: 24H,38.371389,ALICANTE/ALACANT,-0.457694,Alicante/Alacant,1.547,,,,1.619,,,ALICANTE,PLENOIL
"CALLE ANTONIO RAMOS CARRATALÁ, 26",L-D: 24H,38.369889,ALICANTE/ALACANT,-0.464083,Alicante/Alacant,1.547,,,,1.619,,,ALICANTE,PLENOIL
"VIAL CONEXION N-332 Y A-7, S/N",L-D: 06:00-22:00,38.37,ALICANTE/ALACANT,-0.446667,Alicante/Alacant,1.749,,1.839,,1.809,,1.959,ALICANTE,GALP
"VIAL FLORA DE ESPAÑA, 28",L-D: 06:30-22:00,38.369111,ALICANTE/ALACANT,-0.444778,Alicante/Alacant,1.738,,1.816,,1.788,,1.937,ALICANTE,PETROALACANT
CARRETERA A-214 KM. 5,L-D: 06:00-22:00,38.401,ALICANTE/ALACANT,-0.47775,Alicante/Alacant,1.739,,1.839,,1.799,,1.959,ALICANTE,REPSOL
"CALLE MUSICO JOSE TORREGROSA, 33",L-D: 24H,38.383583,ALICANTE/ALACANT,-0.48975,Alicante/Alacant,1.569,,,,1.698,,,ALICANTE,AVANZA
"AVENIDA PINTOR GASTON CASTELLO, 1",L-D: 06:00-22:00,38.370083,ALICANTE/ALACANT,-0.486611,Alicante/Alacant,1.739,,1.829,,1.809,,1.951,ALICANTE,BP REJAS VERDES
"AVENIDA NOVELDA, 216",L-D: 24H,38.376944,ALICANTE/ALACANT,-0.499722,Alicante/Alacant,1.545,,,,1.685,,,ALICANTE,PETROPRIX
"AVENIDA NOVELDA, 204",L-D: 24H,38.375972,ALICANTE/ALACANT,-0.498972,Alicante/Alacant,1.559,,,,1.699,,,ALICANTE,VCC ALICANTE
"AVENIDA DE DENIA, 183",L-D: 06:30-22:30,38.385639,SANTA FAZ,-0.449972,Alicante/Alacant,1.759,,1.825,,1.809,1.869,,ALICANTE,E.S. SANTA FAZ
"CARRETERA 112,6 KM. N-332",L-D: 06:30-22:30,38.38625,SANTA FAZ,-0.447417,Alicante/Alacant,1.749,,1.819,,1.809,,1.969,ALICANTE,REPSOL
CARRETERA MADRID ESQ.RIO JUCAR KM. 19,L-V: 06:00-22:00; S-D: 07:00-21:00,38.344611,ALICANTE/ALACANT,-0.522944,Alicante/Alacant,1.749,,1.829,,1.799,,1.959,ALICANTE,REPSOL
"CALLE OCAÑA, 16",L-D: 24H,38.345056,ALICANTE/ALACANT,-0.522278,Alicante/Alacant,1.559,,,,1.699,,,ALICANTE,BALLENOIL
"POLIGONO PLA VALLONGA CALLE 8, PARCELA 15",L-V: 06:00-21:00; S: 07:00-15:00,38.34825,ALICANTE/ALACANT,-0.555389,Alicante/Alacant,1.738,1.459,1.816,,1.788,,1.937,ALICANTE,PETROALACANT
"AVENIDA NEPTUNO, 4",L-V: 06:00-22:00; S: 07:00-15:00,38.344,ALICANTE/ALACANT,-0.524194,Alicante/Alacant,1.733,,1.823,,1.798,,1.943,ALICANTE,CONFORT AUTO
"AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE",L-D: 06:00-00:00,38.345583,ALICANTE/ALACANT,-0.517889,Alicante/Alacant,1.744,,1.824,,1.794,,1.934,ALICANTE,SHELL
CARRETERA N-330 KM. 409,L-D: 06:30-21:00,38.344944,ALICANTE/ALACANT,-0.523167,Alicante/Alacant,1.749,,1.829,,1.799,,1.959,ALICANTE,PETRONOR
"CARRETERA N-330A KM. 407,7",L-V: 05:00-22:00; S: 07:00-14:00,38.343611,ALICANTE/ALACANT,-0.545111,Alicante/Alacant,1.775,,1.845,,1.815,,,ALICANTE,CEPSA
"CALLE ARTES GRAFICAS, 89",L-D: 24H,38.335694,ALICANTE/ALACANT,-0.512833,Alicante/Alacant,1.639,,,,1.699,,1.799,ALICANTE,TAMOIL
"CALLE COMUNICACIONES, DE LAS, 10",L-D: 08:00-23:00,38.336083,ALICANTE/ALACANT,-0.517389,Alicante/Alacant,1.73,,,,,,,ALICANTE,ALSA
"AVENIDA RAMÓN GÓMEZ SEMPERE, 4",L-D: 06:00-22:00,38.330583,ALICANTE/ALACANT,-0.5135,Alicante/Alacant,1.749,,1.839,,1.809,,1.959,ALICANTE,GALP
"AVENIDA ELCHE (N-332 P.K. 102), 16",L-D: 24H,38.337778,ALICANTE/ALACANT,-0.500389,Alicante/Alacant,1.755,,1.875,,1.819,1.939,,ALICANTE,CEPSA
"AVENIDA ELCHE, 150",L-D: 24H,38.303611,ALICANTE/ALACANT,-0.521389,Alicante/Alacant,1.559,,,,1.699,,,ALICANTE,PETROPRIX
"AVENIDA ALCALDE LORENZO CARBONELL, 71",L-D: 06:00-22:00,38.338611,ALICANTE/ALACANT,-0.516,Alicante/Alacant,1.755,,1.875,,1.819,1.939,,ALICANTE,CEPSA
"CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N",L-D: 24H,38.340028,ALICANTE/ALACANT,-0.51775,Alicante/Alacant,1.749,,1.789,,1.799,,,ALICANTE,CARREFOUR
"N-330-P.K. 409,1 P.I. El Espartal",L-V: 06:00-22:00; S: 06:00-14:00,38.34525,ALICANTE/ALACANT,-0.520556,Alicante/Alacant,1.749,,1.839,,1.809,,1.959,ALICANTE,GALP
CARRETERA OCAÑA KM. 7,L-D: 24H,38.344917,ALICANTE/ALACANT,-0.518333,Alicante/Alacant,1.738,,1.816,,1.788,,1.937,ALICANTE,PETRO ALACANT
Rosa de los Vientos (esq. Camino Viejo de Elche),L-V: 06:00-22:00; S-D: 06:00-14:00,38.337778,ALICANTE/ALACANT,-0.523139,Alicante/Alacant,1.749,,1.839,,1.809,,1.959,ALICANTE,GALP
"POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N",L-D: 24H,38.344139,BACAROT (EL),-0.538472,Alicante/Alacant,1.785,1.459,1.865,,1.829,1.909,,ALICANTE,CEPSA
"CARRETERA CV 820 KM. 1,3",L-D: 06:00-22:00,38.4115,MORALET,-0.565444,Alicante/Alacant,1.749,,1.819,,1.809,,1.939,ALICANTE,REPSOL
"CARRETERA CV 820 KM. 1,4",L-D: 24H,38.411,MORALET,-0.565972,Alicante/Alacant,1.679,,1.729,,1.759,,1.999,ALICANTE,AQUAVEL
"CARRETERA BACAROT, 4 KM.",L-V: 08:00-14:00 y 16:00-18:00; S: 08:00-12:00,38.343333,ALICANTE/ALACANT,-0.545833,Alicante/Alacant,,1.3,,,,,,ALICANTE,AGRICOOP
"AVENIDA DEL EURO, 9",L-D: 24H,38.340861,ALICANTE/ALACANT,-0.57275,Alicante/Alacant,1.641,,,,1.725,,,ALICANTE,PARCELOGIC
"CALLE DEL RUBLO PARC R75, 75",L-V: 06:00-22:00; S: 07:00-14:00,38.338278,ALICANTE/ALACANT,-0.566472,Alicante/Alacant,1.799,,,,1.839,,,ALICANTE,ATALAYAS
"AVENIDA ORIHUELA, 17",L-D: 06:00-00:00,38.104778,ALMORADI,-0.797083,Almoradí,1.759,1.449,1.859,,1.829,,1.959,ALICANTE,REPSOL
"AVENIDA COMUNIDAD EUROPEA, 1",L-D: 06:30-22:30,38.099361,ALMORADI,-0.796528,Almoradí,1.629,1.399,1.699,,1.739,,1.909,ALICANTE,LAS MAROMAS
"Principe De EspañA, 10",L-V: 06:00-22:00; S-D: 07:00-22:00,38.115139,ALMORADI,-0.78875,Almoradí,1.759,,1.849,,1.829,,1.971,ALICANTE,BP
CARRETERA DE ROJALES KM. 1,L-S: 06:00-22:00; D: 07:00-21:00,38.103833,ALMORADI,-0.781472,Almoradí,1.589,,1.659,,1.699,1.779,,ALICANTE,GASOLEO EXPRES
"CALLE PARTIDA DE LA ERA ALTA, 57",L-D: 24H,38.122583,ALMORADI,-0.783083,Almoradí,1.579,,,,1.689,,,ALICANTE,PETROPRIX
"CARRETERA C-3321 KM. 38,1",L-D: 06:00-22:00,38.123556,ALMORADI,-0.781806,Almoradí,1.739,1.394,1.819,,1.804,1.885,,ALICANTE,CEPSA
"CALLE CUESTA DE LAS NARICES, 11",L-D: 24H,38.594194,ALTEA,-0.056056,Altea,1.597,,,,1.667,,,ALICANTE,PETROPRIX
"CALLE GARGANES, 42",L-D: 06:00-00:00,38.604722,ALTEA,-0.048611,Altea,1.739,,1.819,,1.839,,1.999,ALICANTE,REPSOL
"CARRETERA N-332 KM. 155,5",L-D: 06:00-22:00,38.586556,ALTEA,-0.064694,Altea,1.739,,1.819,,1.829,,1.989,ALICANTE,REPSOL
"CARRETERA LA NUCIA KM. 2,8",L: 07:00-22:00,38.605917,ALTEA,-0.078472,Altea,1.729,,1.809,,1.829,,1.989,ALICANTE,REPSOL
"Carrer De La Mar, 157",L-D: 07:00-23:00,38.593222,ALTEA,-0.054917,Altea,1.739,,1.829,,1.839,,1.989,ALICANTE,GALP
"CARRETERA CV-755 KM. 9,2",L-D: 06:00-22:00,38.62675,ALTEA LA VELLA,-0.0385,Altea,1.778,,1.869,,1.859,,1.999,ALICANTE,CEPSA ELF
CARRETERA NOVELDA KM. 22,L-V: 06:00-22:00; S: 08:00-15:00,38.358167,ASPE,-0.770917,Aspe,1.701,,1.791,,1.769,,1.903,ALICANTE,CONFORT AUTO
AVD.DE NAVARRA 151,L-D: 07:00-22:00,38.354028,ASPE,-0.772639,Aspe,1.719,,1.789,,1.769,,1.891,ALICANTE,CEPSA ESPAÑA S.A.
"POLIGONO C/ IBI, S/N",L-S: 06:00-22:00,38.356139,ASPE,-0.770417,Aspe,1.719,,1.789,,1.769,,,ALICANTE,LEVANTINA
"AVENIDA AVENIDA DE ORIHUELA, 101",L-D: 24H,38.336861,ASPE,-0.777556,Aspe,1.649,,,,1.699,,,ALICANTE,GALP
CARRETERA NOVELDA KM. 8,L-D: 24H,38.356306,ASPE,-0.772361,Aspe,1.579,,,,1.659,,,ALICANTE,QFS
"AVENIDA TRES DE AGOSTO, 20",L-D: 24H,38.341583,ASPE,-0.773361,Aspe,1.619,,,,1.669,,,ALICANTE,PLENOIL
"POLIGONO TRES HERMANAS   ALCOHOLERA, 11",L-S: 06:00-22:00; D: 07:00-15:00,38.325917,ASPE,-0.767139,Aspe,1.759,,1.859,,1.789,,1.949,ALICANTE,BP
"AVENIDA 3 DE AGOSTO, 23",L-D: 06:00-22:00,38.336722,ASPE,-0.774111,Aspe,1.719,1.369,1.789,,1.769,,1.899,ALICANTE,REPSOL
"CALLE PADRE JESUALDO FERRERO, 1",L-D: 06:00-22:00,38.715917,BANYERES DE MARIOLA,-0.664056,Banyeres de Mariola,1.729,,1.799,,1.809,,,ALICANTE,REPSOL
"CALLE LES MOLINES, 35,",L-V: 07:00-13:00,38.720111,BANYERES DE MARIOLA,-0.671194,Banyeres de Mariola,1.679,,1.789,,1.749,,1.859,ALICANTE,BAÑERES
"CALLE DR. SILVESTRE,",L-D: 24H,38.701889,BENEIXAMA,-0.76775,Beneixama,1.629,1.239,,,1.679,,,ALICANTE,COOPERATIVA DIVINA AURORA
"CARRETERA VILLENA-ALCUDIA KM. 10,608",L-D: 06:00-22:00,38.698,BENEIXAMA,-0.771194,Beneixama,1.599,1.439,,,1.659,,1.889,ALICANTE,GASOLWIN BENEIXAMA
CARRETERA JACARILLA KM. S/N,L-D: 06:00-22:00,38.076944,BENEJUZAR,-0.843056,Benejúzar,1.759,1.399,1.829,,1.859,,1.909,ALICANTE,REPSOL
"CARRETERA N-332 KM. 124,5",L-D: 06:00-22:00,38.557694,BENIDORM,-0.1015,Benidorm,1.669,,1.739,,1.769,,1.909,ALICANTE,GALP
CARRETERA CV-70 KM. 47,L-D: 24H,38.559583,BENIDORM,-0.134444,Benidorm,1.749,,1.849,,1.839,1.889,1.999,ALICANTE,REPSOL
"CARRETERA N-332 KM. 124,5",L-D: 06:00-22:00,38.558056,BENIDORM,-0.101917,Benidorm,1.669,,1.739,,1.769,,1.909,ALICANTE,GALP
"AVENIDA COMUNIDAD VALENCIANA, 18",L-D: 24H,38.544194,BENIDORM,-0.11925,Benidorm,1.739,,1.829,,1.839,,1.981,ALICANTE,BP BENIDORM
"AVENIDA VILLAJOYOSA LA, 34",L-D: 24H,38.533639,BENIDORM,-0.16225,Benidorm,1.739,,1.829,,1.839,,1.981,ALICANTE,BP CALA BENIDORM
"AVENIDA COMUNIDAD VALENCIANA- CAMÍ DEL PALASIET, 2",L-D: 24H,38.551139,BENIDORM,-0.109778,Benidorm,1.589,,,,1.679,,,ALICANTE,PETROENERGY
"AVENIDA DOCTOR SEVERO OCHOA, S/N",L-D: 07:00-23:00,38.543139,BENIDORM,-0.102722,Benidorm,1.739,,1.829,,1.839,,1.981,ALICANTE,BP EUROBENIDORM
"POLIGONO APR 3, 68",L-D: 24H,38.558833,BENIDORM,-0.100972,Benidorm,1.588,,,,1.678,,,ALICANTE,VCC ANOUER
"AVENIDA JAIME I, 23",L-D: 24H,38.541722,BENIDORM,-0.134139,Benidorm,1.739,,1.829,,1.839,,1.981,ALICANTE,BP LA ISLETA
"CALLE ALCALDE FRANCISCO GONZALEZ FERNANDEZ, 32",L-D: 24H,38.077222,BENIJOFAR,-0.745028,Benijófar,1.679,,,,1.779,,,ALICANTE,BENIEXPRESS
"AVENIDA EUROPA, 12",L-D: 24H,38.717667,BENISSA,0.059861,Benissa,1.569,,,,1.669,,,ALICANTE,PLENOIL
CARRETERA MORAIRA-CALPE KM. 3,L-D: 24H,38.677722,BENISSA,0.105778,Benissa,1.566,,,,1.697,,,ALICANTE,VCC BENISSA
"AVENIDA LAS MARINAS, 290",L-D: 07:00-22:00,38.665889,BENISSA,0.084944,Benissa,1.769,,1.859,,1.869,,2.011,ALICANTE,BP CALA FUSTERA
"CALLE MARGENADORS DELS, 8",L-S: 08:00-20:00,38.718611,BENISSA,0.059389,Benissa,1.567,,,,1.669,,,ALICANTE,ROSELLO
"AVINGUDA EUROPA, 34",L-D: 24H,38.719222,BENISSA,0.060556,Benissa,1.599,,,,1.699,,,ALICANTE,MASOIL BENISA
